step,time,channel,effective_output,inst_dominance,smooth_dominance,winner,delta
498,1770762934.008330,D1,0.565522004,0.416752635,0.415584636,D2,0.167580794
498,1770762934.008330,D2,0.791450828,0.583247365,0.583165430,D2,0.167580794
499,1770762934.101649,D1,0.565508188,0.416726034,0.415599854,D2,0.167567023
499,1770762934.101649,D2,0.791518111,0.583273966,0.583166877,D2,0.167567023
500,1770762934.191670,D1,0.565458786,0.416688386,0.415614368,D2,0.167554439
500,1770762934.191670,D2,0.791571561,0.583311614,0.583168807,D2,0.167554439
501,1770762934.281638,D1,0.565441484,0.416668747,0.415628426,D2,0.167542546
501,1770762934.281638,D2,0.791611302,0.583331253,0.583170973,D2,0.167542546
502,1770762934.391565,D1,0.565362291,0.416684671,0.415642510,D2,0.167530388
502,1770762934.391565,D2,0.791448578,0.583315329,0.583172898,D2,0.167530388
503,1770762934.485842,D1,0.565534259,0.416781434,0.415657695,D2,0.167515811
503,1770762934.485842,D2,0.791374215,0.583218566,0.583173506,D2,0.167515811
504,1770762934.592992,D1,0.565422520,0.416764288,0.415672450,D2,0.167501886
504,1770762934.592992,D2,0.791273667,0.583235712,0.583174336,D2,0.167501886
505,1770762934.683317,D1,0.565410958,0.416664220,0.415685674,D2,0.167490815
505,1770762934.683317,D2,0.791583311,0.583335780,0.583176488,D2,0.167490815
506,1770762934.774761,D1,0.565476300,0.416732807,0.415699635,D2,0.167478063
506,1770762934.774761,D2,0.791451425,0.583267193,0.583177698,D2,0.167478063
507,1770762934.865018,D1,0.565531823,0.416744269,0.415713564,D2,0.167465174
507,1770762934.865018,D2,0.791491812,0.583255731,0.583178738,D2,0.167465174
508,1770762934.957833,D1,0.565559051,0.416724609,0.415727044,D2,0.167452983
508,1770762934.957833,D2,0.791593944,0.583275391,0.583180027,D2,0.167452983
509,1770762935.048044,D1,0.565564045,0.416696987,0.415739977,D2,0.167441690
509,1770762935.048044,D2,0.791690898,0.583303013,0.583181667,D2,0.167441690
510,1770762935.142405,D1,0.565698650,0.416707109,0.415752872,D2,0.167430278
510,1770762935.142405,D2,0.791846343,0.583292891,0.583183150,D2,0.167430278
511,1770762935.245270,D1,0.565613111,0.416644042,0.415764754,D2,0.167420700
511,1770762935.245270,D2,0.791932068,0.583355958,0.583185454,D2,0.167420700
512,1770762935.358245,D1,0.565608471,0.416576430,0.415775577,D2,0.167413052
512,1770762935.358245,D2,0.792145907,0.583423570,0.583188629,D2,0.167413052
513,1770762935.446914,D1,0.565643592,0.416596091,0.415786517,D2,0.167404982
513,1770762935.446914,D2,0.792131009,0.583403909,0.583191499,D2,0.167404982
514,1770762935.536718,D1,0.565689484,0.416528152,0.415796405,D2,0.167398832
514,1770762935.536718,D2,0.792416759,0.583471848,0.583195237,D2,0.167398832
515,1770762935.625185,D1,0.565488029,0.416494918,0.415805719,D2,0.167393650
515,1770762935.625185,D2,0.792242895,0.583505082,0.583199368,D2,0.167393650
516,1770762935.786833,D1,0.565513425,0.416527416,0.415815341,D2,0.167387670
516,1770762935.786833,D2,0.792172534,0.583472584,0.583203011,D2,0.167387670
517,1770762935.875524,D1,0.565558955,0.416523407,0.415824782,D2,0.167381877
517,1770762935.875524,D2,0.792249383,0.583476593,0.583206659,D2,0.167381877
518,1770762935.964644,D1,0.565570974,0.416576432,0.415834804,D2,0.167374747
518,1770762935.964644,D2,0.792093383,0.583423568,0.583209551,D2,0.167374747
519,1770762936.055907,D1,0.565673490,0.416616959,0.415845233,D2,0.167366631
519,1770762936.055907,D2,0.792104866,0.583383041,0.583211864,D2,0.167366631
520,1770762936.152531,D1,0.565564379,0.416537719,0.415854466,D2,0.167360737
520,1770762936.152531,D2,0.792210326,0.583462281,0.583215203,D2,0.167360737
521,1770762936.245572,D1,0.565703797,0.416566279,0.415863957,D2,0.167354160
521,1770762936.245572,D2,0.792312503,0.583433721,0.583218117,D2,0.167354160
522,1770762936.365118,D1,0.565633175,0.416581515,0.415873524,D2,0.167347264
522,1770762936.365118,D2,0.792163931,0.583418485,0.583220788,D2,0.167347264
523,1770762936.468407,D1,0.565627874,0.416590631,0.415883086,D2,0.167340217
523,1770762936.468407,D2,0.792126793,0.583409369,0.583223303,D2,0.167340217
524,1770762936.559213,D1,0.565626060,0.416586769,0.415892468,D2,0.167333367
524,1770762936.559213,D2,0.792136840,0.583413231,0.583225835,D2,0.167333367
525,1770762936.650276,D1,0.565798077,0.416682522,0.415903002,D2,0.167324055
525,1770762936.650276,D2,0.792065637,0.583317478,0.583227057,D2,0.167324055
526,1770762936.741173,D1,0.565761309,0.416697689,0.415913598,D2,0.167314462
526,1770762936.741173,D2,0.791964745,0.583302311,0.583228060,D2,0.167314462
527,1770762936.837605,D1,0.565690436,0.416604038,0.415922804,D2,0.167307495
527,1770762936.837605,D2,0.792170709,0.583395962,0.583230299,D2,0.167307495
528,1770762936.926831,D1,0.565601274,0.416518426,0.415930746,D2,0.167302904
528,1770762936.926831,D2,0.792324903,0.583481574,0.583233649,D2,0.167302904
529,1770762937.017216,D1,0.565578127,0.416486163,0.415938151,D2,0.167299234
529,1770762937.017216,D2,0.792397664,0.583513837,0.583237385,D2,0.167299234
530,1770762937.107213,D1,0.565468243,0.416363890,0.415943828,D2,0.167298874
530,1770762937.107213,D2,0.792642430,0.583636110,0.583242702,D2,0.167298874
531,1770762937.196178,D1,0.565692934,0.416431249,0.415950327,D2,0.167296722
531,1770762937.196178,D2,0.792737625,0.583568751,0.583247049,D2,0.167296722
532,1770762937.312900,D1,0.565754390,0.416417132,0.415956551,D2,0.167294976
532,1770762937.312900,D2,0.792869803,0.583582868,0.583251527,D2,0.167294976
533,1770762937.401668,D1,0.565817847,0.416443239,0.415963040,D2,0.167292556
533,1770762937.401668,D2,0.792873553,0.583556761,0.583255596,D2,0.167292556
534,1770762937.492124,D1,0.565811376,0.416403310,0.415968910,D2,0.167291234
534,1770762937.492124,D2,0.792994768,0.583596690,0.583260144,D2,0.167291234
535,1770762937.581862,D1,0.565817327,0.416439283,0.415975182,D2,0.167288970
535,1770762937.581862,D2,0.792885731,0.583560717,0.583264152,D2,0.167288970
536,1770762937.674367,D1,0.565607065,0.416332047,0.415979940,D2,0.167289596
536,1770762937.674367,D2,0.792940923,0.583667953,0.583269536,D2,0.167289596
537,1770762937.771142,D1,0.565645953,0.416257626,0.415983643,D2,0.167292198
537,1770762937.771142,D2,0.793238349,0.583742374,0.583275840,D2,0.167292198
538,1770762937.861043,D1,0.565679108,0.416269579,0.415987455,D2,0.167294446
538,1770762937.861043,D2,0.793245822,0.583730421,0.583281901,D2,0.167294446
539,1770762937.950079,D1,0.565587499,0.416254336,0.415991013,D2,0.167297072
539,1770762937.950079,D2,0.793167112,0.583745664,0.583288085,D2,0.167297072
540,1770762938.040769,D1,0.565504468,0.416208065,0.415993907,D2,0.167300896
540,1770762938.040769,D2,0.793201705,0.583791935,0.583294803,D2,0.167300896
541,1770762938.130976,D1,0.565511355,0.416279910,0.415997721,D2,0.167302753
541,1770762938.130976,D2,0.792976866,0.583720090,0.583300473,D2,0.167302753
542,1770762938.242545,D1,0.565551468,0.416255989,0.416001164,D2,0.167305223
542,1770762938.242545,D2,0.793111188,0.583744011,0.583306387,D2,0.167305223
543,1770762938.345271,D1,0.565649038,0.416385085,0.416006283,D2,0.167304218
543,1770762938.345271,D2,0.792826705,0.583614915,0.583310501,D2,0.167304218
544,1770762938.454329,D1,0.565788450,0.416504174,0.416012922,D2,0.167300050
544,1770762938.454329,D2,0.792633591,0.583495826,0.583312972,D2,0.167300050
545,1770762938.547373,D1,0.565963553,0.416618237,0.416020993,D2,0.167292896
545,1770762938.547373,D2,0.792506871,0.583381763,0.583313889,D2,0.167292896
546,1770762938.638602,D1,0.565925189,0.416669000,0.416029633,D2,0.167284484
546,1770762938.638602,D2,0.792287658,0.583331000,0.583314117,D2,0.167284484
547,1770762938.728674,D1,0.565956464,0.416692212,0.416038467,D2,0.167275566
547,1770762938.728674,D2,0.792255778,0.583307788,0.583314033,D2,0.167275566
548,1770762938.850453,D1,0.565952085,0.416679084,0.416047009,D2,0.167267116
548,1770762938.850453,D2,0.792292441,0.583320916,0.583314125,D2,0.167267116
549,1770762938.936114,D1,0.565947157,0.416622815,0.416054686,D2,0.167260279
549,1770762938.936114,D2,0.792468985,0.583377185,0.583314966,D2,0.167260279
550,1770762939.042857,D1,0.565924902,0.416677134,0.416062986,D2,0.167252085
550,1770762939.042857,D2,0.792260743,0.583322866,0.583315071,D2,0.167252085
551,1770762939.143711,D1,0.565928453,0.416671217,0.416071095,D2,0.167244158
551,1770762939.143711,D2,0.792285003,0.583328783,0.583315254,D2,0.167244158
552,1770762939.260222,D1,0.566043224,0.416773136,0.416080456,D2,0.167233619
552,1770762939.260222,D2,0.792113470,0.583226864,0.583314075,D2,0.167233619
553,1770762939.352387,D1,0.566016138,0.416810190,0.416090186,D2,0.167222233
553,1770762939.352387,D2,0.791954831,0.583189810,0.583312418,D2,0.167222233
554,1770762939.444149,D1,0.566062725,0.416862907,0.416100489,D2,0.167209592
554,1770762939.444149,D2,0.791848272,0.583137093,0.583310081,D2,0.167209592
555,1770762939.534120,D1,0.566089298,0.416802022,0.416109842,D2,0.167198744
555,1770762939.534120,D2,0.792083810,0.583197978,0.583308586,D2,0.167198744
556,1770762939.624251,D1,0.566195301,0.416876473,0.416120064,D2,0.167186054
556,1770762939.624251,D2,0.791989528,0.583123527,0.583306118,D2,0.167186054
557,1770762939.714162,D1,0.566266384,0.416929454,0.416130856,D2,0.167172122
557,1770762939.714162,D2,0.791916346,0.583070546,0.583302978,D2,0.167172122
558,1770762939.807709,D1,0.566275639,0.416927373,0.416141476,D2,0.167158430
558,1770762939.807709,D2,0.791936067,0.583072627,0.583299906,D2,0.167158430
559,1770762939.908343,D1,0.566184850,0.416875330,0.416151261,D2,0.167146309
559,1770762939.908343,D2,0.791978633,0.583124670,0.583297570,D2,0.167146309
560,1770762940.087560,D1,0.566120275,0.416940260,0.416161781,D2,0.167132618
560,1770762940.087560,D2,0.791676821,0.583059740,0.583294399,D2,0.167132618
561,1770762940.221863,D1,0.565979305,0.416895582,0.416171565,D2,0.167120301
561,1770762940.221863,D2,0.791625165,0.583104418,0.583291866,D2,0.167120301
562,1770762940.378223,D1,0.565973003,0.416888083,0.416181118,D2,0.167108348
562,1770762940.378223,D2,0.791640771,0.583111917,0.583289466,D2,0.167108348
563,1770762940.466260,D1,0.565998496,0.416847534,0.416190004,D2,0.167097636
563,1770762940.466260,D2,0.791808496,0.583152466,0.583287640,D2,0.167097636
564,1770762940.556132,D1,0.565778793,0.416725328,0.416197142,D2,0.167090325
564,1770762940.556132,D2,0.791899168,0.583274672,0.583287467,D2,0.167090325
565,1770762940.646293,D1,0.565797023,0.416698097,0.416203821,D2,0.167083838
565,1770762940.646293,D2,0.792013409,0.583301903,0.583287659,D2,0.167083838
566,1770762940.741237,D1,0.565834764,0.416708250,0.416210547,D2,0.167077167
566,1770762940.741237,D2,0.792033155,0.583291750,0.583287714,D2,0.167077167
567,1770762940.872606,D1,0.565671223,0.416698044,0.416217047,D2,0.167070857
567,1770762940.872606,D2,0.791837483,0.583301956,0.583287904,D2,0.167070857
568,1770762941.042124,D1,0.565695315,0.416693342,0.416223397,D2,0.167064756
568,1770762941.042124,D2,0.791886529,0.583306658,0.583288154,D2,0.167064756
569,1770762941.158823,D1,0.565668190,0.416663870,0.416229270,D2,0.167059523
569,1770762941.158823,D2,0.791944577,0.583336130,0.583288793,D2,0.167059523
570,1770762941.309261,D1,0.565528407,0.416576756,0.416233903,D2,0.167056683
570,1770762941.309261,D2,0.792032713,0.583423244,0.583290586,D2,0.167056683
571,1770762941.457544,D1,0.565455714,0.416504441,0.416237511,D2,0.167055808
571,1770762941.457544,D2,0.792166578,0.583495559,0.583293319,D2,0.167055808
572,1770762941.625010,D1,0.565662457,0.416693854,0.416243595,D2,0.167049895
572,1770762941.625010,D2,0.791838864,0.583306146,0.583293490,D2,0.167049895
573,1770762941.785151,D1,0.565590309,0.416694949,0.416249613,D2,0.167044031
573,1770762941.785151,D2,0.791734302,0.583305051,0.583293644,D2,0.167044031
574,1770762941.913202,D1,0.565575648,0.416735519,0.416256092,D2,0.167037163
574,1770762941.913202,D2,0.791581644,0.583264481,0.583293255,D2,0.167037163
575,1770762942.044944,D1,0.565551153,0.416727668,0.416262380,D2,0.167030597
575,1770762942.044944,D2,0.791572926,0.583272332,0.583292976,D2,0.167030597
576,1770762942.162198,D1,0.565632583,0.416817121,0.416269776,D2,0.167021732
576,1770762942.162198,D2,0.791395607,0.583182879,0.583291508,D2,0.167021732
577,1770762942.259434,D1,0.565761376,0.416935365,0.416278651,D2,0.167009833
577,1770762942.259434,D2,0.791190860,0.583064635,0.583288483,D2,0.167009833
578,1770762942.358026,D1,0.565640137,0.416857786,0.416286373,D2,0.167000161
578,1770762942.358026,D2,0.791273793,0.583142214,0.583286533,D2,0.167000161
579,1770762942.451605,D1,0.565475450,0.416770718,0.416292830,D2,0.166992939
579,1770762942.451605,D2,0.791326805,0.583229282,0.583285770,D2,0.166992939
580,1770762942.545136,D1,0.565304228,0.416681902,0.416298018,D2,0.166988183
580,1770762942.545136,D2,0.791376313,0.583318098,0.583286201,D2,0.166988183
581,1770762942.635947,D1,0.565228353,0.416718932,0.416303630,D2,0.166982502
581,1770762942.635947,D2,0.791149556,0.583281068,0.583286132,D2,0.166982502
582,1770762942.747937,D1,0.565222509,0.416721210,0.416309198,D2,0.166976837
582,1770762942.747937,D2,0.791133960,0.583278790,0.583286035,D2,0.166976837
583,1770762942.837610,D1,0.565304523,0.416766936,0.416315301,D2,0.166970027
583,1770762942.837610,D2,0.791099919,0.583233064,0.583285328,D2,0.166970027
584,1770762942.940227,D1,0.565501827,0.416885002,0.416322897,D2,0.166960160
584,1770762942.940227,D2,0.790991750,0.583114998,0.583283057,D2,0.166960160
585,1770762943.031157,D1,0.565641045,0.416984157,0.416331714,D2,0.166947780
585,1770762943.031157,D2,0.790863837,0.583015843,0.583279494,D2,0.166947780
586,1770762943.124400,D1,0.565709990,0.417006421,0.416340710,D2,0.166934972
586,1770762943.124400,D2,0.790887802,0.582993579,0.583275682,D2,0.166934972
587,1770762943.235368,D1,0.565607993,0.416997592,0.416349469,D2,0.166922570
587,1770762943.235368,D2,0.790773924,0.583002408,0.583272038,D2,0.166922570
588,1770762943.326369,D1,0.565826085,0.417188956,0.416360662,D2,0.166905230
588,1770762943.326369,D2,0.790456427,0.582811044,0.583265892,D2,0.166905230
589,1770762943.417775,D1,0.565736006,0.417173647,0.416371501,D2,0.166888530
589,1770762943.417775,D2,0.790380349,0.582826353,0.583260031,D2,0.166888530
590,1770762943.507860,D1,0.565796639,0.417190162,0.416382417,D2,0.166871612
590,1770762943.507860,D2,0.790411370,0.582809838,0.583254029,D2,0.166871612
591,1770762943.600142,D1,0.565726575,0.417163892,0.416392837,D2,0.166855620
591,1770762943.600142,D2,0.790398885,0.582836108,0.583248456,D2,0.166855620
592,1770762943.723931,D1,0.565806277,0.417282425,0.416404698,D2,0.166836680
592,1770762943.723931,D2,0.790124965,0.582717575,0.583241378,D2,0.166836680
593,1770762943.813994,D1,0.565790568,0.417326827,0.416416993,D2,0.166816809
593,1770762943.813994,D2,0.789958766,0.582673173,0.583233802,D2,0.166816809
594,1770762943.906076,D1,0.565773909,0.417351522,0.416429453,D2,0.166796544
594,1770762943.906076,D2,0.789855290,0.582648478,0.583225998,D2,0.166796544
595,1770762944.002535,D1,0.565763569,0.417435203,0.416442863,D2,0.166774318
595,1770762944.002535,D2,0.789569102,0.582564797,0.583217182,D2,0.166774318
596,1770762944.093233,D1,0.565696887,0.417469544,0.416456552,D2,0.166751473
596,1770762944.093233,D2,0.789364565,0.582530456,0.583208025,D2,0.166751473
597,1770762944.182239,D1,0.565762608,0.417504465,0.416470525,D2,0.166728001
597,1770762944.182239,D2,0.789342918,0.582495535,0.583198525,D2,0.166728001
598,1770762944.272815,D1,0.565708928,0.417463284,0.416483761,D2,0.166705940
598,1770762944.272815,D2,0.789401688,0.582536716,0.583189701,D2,0.166705940
599,1770762944.361301,D1,0.565825419,0.417513146,0.416497486,D2,0.166682844
599,1770762944.361301,D2,0.789402373,0.582486854,0.583180330,D2,0.166682844
600,1770762944.459995,D1,0.565838303,0.417465473,0.416510393,D2,0.166661326
600,1770762944.459995,D2,0.789575113,0.582534527,0.583171719,D2,0.166661326
601,1770762944.551311,D1,0.565805878,0.417513002,0.416523761,D2,0.166638829
601,1770762944.551311,D2,0.789375578,0.582486998,0.583162590,D2,0.166638829
602,1770762944.679134,D1,0.565808130,0.417563059,0.416537618,D2,0.166615296
602,1770762944.679134,D2,0.789216261,0.582436941,0.583152914,D2,0.166615296
603,1770762944.767003,D1,0.565669249,0.417481316,0.416550201,D2,0.166594257
603,1770762944.767003,D2,0.789287792,0.582518684,0.583144458,D2,0.166594257
604,1770762944.858767,D1,0.565622757,0.417435992,0.416562012,D2,0.166574707
604,1770762944.858767,D2,0.789370026,0.582564008,0.583136719,D2,0.166574707
605,1770762944.957573,D1,0.565497783,0.417484330,0.416574309,D2,0.166554129
605,1770762944.957573,D2,0.789038764,0.582515670,0.583128438,D2,0.166554129
606,1770762945.048163,D1,0.565404300,0.417451760,0.416586008,D2,0.166534694
606,1770762945.048163,D2,0.789013992,0.582548240,0.583120702,D2,0.166534694
607,1770762945.139626,D1,0.565367817,0.417491937,0.416598088,D2,0.166514446
607,1770762945.139626,D2,0.788832749,0.582508063,0.583112533,D2,0.166514446
608,1770762945.242331,D1,0.565310861,0.417545164,0.416610715,D2,0.166493049
608,1770762945.242331,D2,0.788580669,0.582454836,0.583103764,D2,0.166493049
609,1770762945.346485,D1,0.565372701,0.417583289,0.416623683,D2,0.166470921
609,1770762945.346485,D2,0.788543311,0.582416711,0.583094603,D2,0.166470921
610,1770762945.442049,D1,0.565475677,0.417706479,0.416638120,D2,0.166445802
610,1770762945.442049,D2,0.788287562,0.582293521,0.583083922,D2,0.166445802
611,1770762945.540924,D1,0.565552258,0.417736489,0.416652765,D2,0.166420218
611,1770762945.540924,D2,0.788297054,0.582263511,0.583072984,D2,0.166420218
612,1770762945.681386,D1,0.565631023,0.417810609,0.416668203,D2,0.166392999
612,1770762945.681386,D2,0.788166633,0.582189391,0.583061202,D2,0.166392999
613,1770762945.771942,D1,0.565528205,0.417801863,0.416683318,D2,0.166366376
613,1770762945.771942,D2,0.788051698,0.582198137,0.583049695,D2,0.166366376
614,1770762945.861456,D1,0.565605312,0.417859278,0.416698998,D2,0.166338577
614,1770762945.861456,D2,0.787973133,0.582140722,0.583037575,D2,0.166338577
615,1770762945.953049,D1,0.565481363,0.417798534,0.416713658,D2,0.166312769
615,1770762945.953049,D2,0.787997209,0.582201466,0.583026427,D2,0.166312769
616,1770762946.043783,D1,0.565322473,0.417724001,0.416727130,D2,0.166289292
616,1770762946.043783,D2,0.788017225,0.582275999,0.583016421,D2,0.166289292
617,1770762946.144657,D1,0.565151976,0.417700689,0.416740110,D2,0.166266749
617,1770762946.144657,D2,0.787855073,0.582299311,0.583006860,D2,0.166266749
618,1770762946.237831,D1,0.565039547,0.417685296,0.416752713,D2,0.166244918
618,1770762946.237831,D2,0.787748191,0.582314704,0.582997631,D2,0.166244918
619,1770762946.328957,D1,0.564985154,0.417707367,0.416765442,D2,0.166222790
619,1770762946.328957,D2,0.787600888,0.582292633,0.582988231,D2,0.166222790
620,1770762946.418011,D1,0.564742657,0.417699300,0.416777893,D2,0.166201171
620,1770762946.418011,D2,0.787288951,0.582300700,0.582979064,D2,0.166201171
621,1770762946.513592,D1,0.564721246,0.417717532,0.416790422,D2,0.166179355
621,1770762946.513592,D2,0.787200095,0.582282468,0.582969776,D2,0.166179355
622,1770762946.631028,D1,0.564596285,0.417618006,0.416801456,D2,0.166160483
622,1770762946.631028,D2,0.787348019,0.582381994,0.582961939,D2,0.166160483
623,1770762946.726552,D1,0.564413409,0.417607670,0.416812206,D2,0.166142139
623,1770762946.726552,D2,0.787126444,0.582392330,0.582954344,D2,0.166142139
624,1770762946.821054,D1,0.564328205,0.417640601,0.416823251,D2,0.166123161
624,1770762946.821054,D2,0.786901068,0.582359399,0.582946412,D2,0.166123161
625,1770762946.913027,D1,0.564276749,0.417688550,0.416834788,D2,0.166103157
625,1770762946.913027,D2,0.786674215,0.582311450,0.582937945,D2,0.166103157
626,1770762947.006103,D1,0.564355200,0.417786841,0.416847482,D2,0.166080799
626,1770762947.006103,D2,0.786465707,0.582213159,0.582928282,D2,0.166080799
627,1770762947.095258,D1,0.564291289,0.417819564,0.416860443,D2,0.166057867
627,1770762947.095258,D2,0.786270863,0.582180436,0.582918310,D2,0.166057867
628,1770762947.187310,D1,0.564113563,0.417802387,0.416873003,D2,0.166035699
628,1770762947.187310,D2,0.786078729,0.582197613,0.582908701,D2,0.166035699
629,1770762947.282004,D1,0.564117359,0.417879679,0.416886425,D2,0.166011764
629,1770762947.282004,D2,0.785834284,0.582120321,0.582898189,D2,0.166011764
630,1770762947.377154,D1,0.563901460,0.417821056,0.416898887,D2,0.165989713
630,1770762947.377154,D2,0.785722862,0.582178944,0.582888599,D2,0.165989713
631,1770762947.470725,D1,0.563930045,0.417873395,0.416911880,D2,0.165966559
631,1770762947.470725,D2,0.785593643,0.582126605,0.582878439,D2,0.165966559
632,1770762947.591670,D1,0.563860688,0.417886140,0.416924870,D2,0.165943375
632,1770762947.591670,D2,0.785455871,0.582113860,0.582868245,D2,0.165943375
633,1770762947.683300,D1,0.564043404,0.417957170,0.416938634,D2,0.165918605
633,1770762947.683300,D2,0.785481008,0.582042830,0.582857240,D2,0.165918605
634,1770762947.773841,D1,0.564002940,0.417887180,0.416951281,D2,0.165896032
634,1770762947.773841,D2,0.785650667,0.582112820,0.582847314,D2,0.165896032
635,1770762947.864454,D1,0.563834322,0.417876318,0.416963615,D2,0.165874050
635,1770762947.864454,D2,0.785450857,0.582123682,0.582837666,D2,0.165874050
636,1770762947.963047,D1,0.563625779,0.417756280,0.416974184,D2,0.165855562
636,1770762947.963047,D2,0.785547905,0.582243720,0.582829746,D2,0.165855562
637,1770762948.056444,D1,0.563443176,0.417735225,0.416984331,D2,0.165837882
637,1770762948.056444,D2,0.785361384,0.582264775,0.582822213,D2,0.165837882
638,1770762948.146133,D1,0.563400687,0.417770782,0.416994817,D2,0.165819489
638,1770762948.146133,D2,0.785187368,0.582229218,0.582814307,D2,0.165819489
639,1770762948.239796,D1,0.563409446,0.417820460,0.417005826,D2,0.165800017
639,1770762948.239796,D2,0.785039229,0.582179540,0.582805843,D2,0.165800017
640,1770762948.328523,D1,0.563392602,0.417804827,0.417016479,D2,0.165781222
640,1770762948.328523,D2,0.785066212,0.582195173,0.582797701,D2,0.165781222
641,1770762948.418047,D1,0.563506688,0.417842379,0.417027491,D2,0.165761675
641,1770762948.418047,D2,0.785103974,0.582157621,0.582789166,D2,0.165761675
642,1770762948.531210,D1,0.563359768,0.417887910,0.417038964,D2,0.165741175
642,1770762948.531210,D2,0.784752381,0.582112090,0.582780139,D2,0.165741175
643,1770762948.622515,D1,0.563419896,0.417997994,0.417051751,D2,0.165718013
643,1770762948.622515,D2,0.784481062,0.582002006,0.582769764,D2,0.165718013
644,1770762948.719433,D1,0.563340922,0.418026614,0.417064749,D2,0.165694397
644,1770762948.719433,D2,0.784278830,0.581973386,0.582759145,D2,0.165694397
645,1770762948.807547,D1,0.563231859,0.418067155,0.417078114,D2,0.165670014
645,1770762948.807547,D2,0.783996337,0.581932845,0.582748128,D2,0.165670014
646,1770762948.903354,D1,0.563159970,0.418065953,0.417091285,D2,0.165645988
646,1770762948.903354,D2,0.783900144,0.581934047,0.582737274,D2,0.165645988
647,1770762949.010290,D1,0.563264253,0.418175720,0.417105745,D2,0.165619356
647,1770762949.010290,D2,0.783691646,0.581824280,0.582725100,D2,0.165619356
648,1770762949.110141,D1,0.563224348,0.418177691,0.417120037,D2,0.165593026
648,1770762949.110141,D2,0.783629778,0.581822309,0.582713063,D2,0.165593026
649,1770762949.201263,D1,0.563249248,0.418212813,0.417134607,D2,0.165566111
649,1770762949.201263,D2,0.783551304,0.581787187,0.582700718,D2,0.165566111
650,1770762949.294344,D1,0.563190337,0.418281102,0.417149894,D2,0.165537733
650,1770762949.294344,D2,0.783249495,0.581718898,0.582687627,D2,0.165537733
651,1770762949.383345,D1,0.563272650,0.418254204,0.417164618,D2,0.165510451
651,1770762949.383345,D2,0.783450574,0.581745796,0.582675069,D2,0.165510451
652,1770762949.496216,D1,0.563263266,0.418330866,0.417180168,D2,0.165481489
652,1770762949.496216,D2,0.783190730,0.581669134,0.582661657,D2,0.165481489
653,1770762949.588255,D1,0.563200473,0.418335040,0.417195566,D2,0.165452801
653,1770762949.588255,D2,0.783089987,0.581664960,0.582648368,D2,0.165452801
654,1770762949.690771,D1,0.563158286,0.418341488,0.417210845,D2,0.165424324
654,1770762949.690771,D2,0.783010577,0.581658512,0.582635170,D2,0.165424324
655,1770762949.779746,D1,0.563237941,0.418467189,0.417227597,D2,0.165392875
655,1770762949.779746,D2,0.782716906,0.581532811,0.582620471,D2,0.165392875
656,1770762949.869069,D1,0.562977416,0.418373786,0.417242879,D2,0.165364335
656,1770762949.869069,D2,0.782655208,0.581626214,0.582607215,D2,0.165364335
657,1770762949.960443,D1,0.562964002,0.418428027,0.417258681,D2,0.165334730
657,1770762949.960443,D2,0.782462129,0.581571973,0.582593411,D2,0.165334730
658,1770762950.056407,D1,0.562888742,0.418392924,0.417273804,D2,0.165306456
658,1770762950.056407,D2,0.782470391,0.581607076,0.582580260,D2,0.165306456
659,1770762950.147051,D1,0.563075103,0.418517196,0.417290383,D2,0.165275245
659,1770762950.147051,D2,0.782329839,0.581482804,0.582565628,D2,0.165275245
660,1770762950.235054,D1,0.562794565,0.418364381,0.417304703,D2,0.165248525
660,1770762950.235054,D2,0.782431250,0.581635619,0.582553227,D2,0.165248525
661,1770762950.325775,D1,0.562800681,0.418422361,0.417319605,D2,0.165220615
661,1770762950.325775,D2,0.782253343,0.581577639,0.582540220,D2,0.165220615
662,1770762950.439751,D1,0.562822257,0.418460385,0.417334815,D2,0.165192063
662,1770762950.439751,D2,0.782161108,0.581539615,0.582526878,D2,0.165192063
663,1770762950.540281,D1,0.562789469,0.418448871,0.417349670,D2,0.165164199
663,1770762950.540281,D2,0.782152550,0.581551129,0.582513868,D2,0.165164199
664,1770762950.659898,D1,0.562619462,0.418471300,0.417364625,D2,0.165136108
664,1770762950.659898,D2,0.781844214,0.581528700,0.582500733,D2,0.165136108
665,1770762950.770747,D1,0.562644070,0.418588176,0.417380939,D2,0.165105275
665,1770762950.770747,D2,0.781503000,0.581411824,0.582486214,D2,0.165105275
666,1770762950.860369,D1,0.562797340,0.418752160,0.417399222,D2,0.165070481
666,1770762950.860369,D2,0.781189374,0.581247840,0.582469702,D2,0.165070481
667,1770762950.949406,D1,0.562555987,0.418742861,0.417417137,D2,0.165036398
667,1770762950.949406,D2,0.780884197,0.581257139,0.582453535,D2,0.165036398
668,1770762951.040472,D1,0.562415580,0.418697835,0.417434213,D2,0.165003970
668,1770762951.040472,D2,0.780833735,0.581302165,0.582438183,D2,0.165003970
669,1770762951.141481,D1,0.562291851,0.418675789,0.417450767,D2,0.164972563
669,1770762951.141481,D2,0.780732669,0.581324211,0.582423330,D2,0.164972563
670,1770762951.234085,D1,0.562373789,0.418813743,0.417468940,D2,0.164937896
670,1770762951.234085,D2,0.780403993,0.581186257,0.582406836,D2,0.164937896
671,1770762951.326135,D1,0.562315810,0.418877866,0.417487726,D2,0.164901981
671,1770762951.326135,D2,0.780118001,0.581122134,0.582389706,D2,0.164901981
672,1770762951.439295,D1,0.562320246,0.418982863,0.417507661,D2,0.164863745
