
LIVE RUNTIME
Keyboard + TCP input enabled (port 5557)
Ctrl+C to quit | type 'help' for commands
--------------------------------------------------------------------------------
[CMD] Listening on 127.0.0.1:5557

--------------------------------------------------------------------------------
t=1.00s | state=awake
ASSEMBLY ID                                                    ACT         FR
v1:L4_EXCITATORY:1                                          0.0167     0.0166
v1:L5_PYRAMIDAL:0                                           0.0168     0.0168
v1:L6_PYRAMIDAL:0                                           0.0171     0.0175
vpl:RELAY_CELLS:0                                           0.0138     0.0094
vpm:RELAY_CELLS:0                                           0.0142     0.0105
--------------------------------------------------------------------------------
last: Ready.
> 
--------------------------------------------------------------------------------
t=5.01s | state=awake
ASSEMBLY ID                                                    ACT         FR
--------------------------------------------------------------------------------
Intralaminar:RELAY_NEURONS:0                                0.0142     0.0105
a1:INTERNEURONS:0                                           0.0154     0.0135
a1:L2_3_PYRAMIDAL:0                                         0.0153     0.0131
a1:L2_3_PYRAMIDAL:1                                         0.0154     0.0135
a1:L4_EXCITATORY:0                                          0.0153     0.0133
a1:L4_EXCITATORY:1                                          0.0152     0.0130
a1:L6_PYRAMIDAL:0                                           0.0151     0.0126
association_cortex:INTERNEURONS:GLOBAL_NORMALIZATION_UNITS:0     0.0187     0.0217
association_cortex:INTERNEURONS:LOCAL_COMPETITION_UNITS:0     0.0191     0.0225
association_cortex:INTERNEURONS:TEMPORAL_GATING_UNITS:0     0.0192     0.0228
association_cortex:L2_3_PYRAMIDAL:ABSTRACTION_UNITS:0       0.0191     0.0226
association_cortex:L2_3_PYRAMIDAL:FEATURE_BINDING_UNITS:0     0.0190     0.0223
association_cortex:L2_3_PYRAMIDAL:TRANSIENT_REPRESENTATION_UNITS:0     0.0190     0.0224
association_cortex:L5_PYRAMIDAL:COMPETITIVE_SELECTION_UNITS:0     0.0192     0.0228
association_cortex:L5_PYRAMIDAL:STABLE_PATTERN_UNITS:0      0.0191     0.0226
bla:PYRAMIDAL_CELLS:0                                       0.0148     0.0118
ca1:PYRAMIDAL_CELLS:0                                       0.0150     0.0124
ca3:PYRAMIDAL_CELLS:0                                       0.0156     0.0140
cerebellar_cortex:GRANULE_CELLS:0                           0.0143     0.0107
cerebellar_cortex:GRANULE_CELLS:1                           0.0143     0.0107
cerebellar_cortex:GRANULE_CELLS:2                           0.0143     0.0107
cerebellar_cortex:GRANULE_CELLS:3                           0.0144     0.0109
cerebellar_cortex:INTERNEURONS:0                            0.0144     0.0110
corpus_callosum:CALLOSAL_FIBERS:0                           0.0143     0.0108
corpus_callosum:CALLOSAL_FIBERS:1                           0.0147     0.0117
dentate_gyrus:GRANULE_CELLS:0                               0.0142     0.0104
dentate_gyrus:GRANULE_CELLS:1                               0.0143     0.0107
gpe:OUTPUT_NEURONS:COMPETITOR_SUPPRESSORS:0                 0.0116     0.0039
gpe:OUTPUT_NEURONS:EXPLORATORY_MODULATORS:0                 0.0123     0.0057
gpi:OUTPUT_NEURONS:SELECTIVE_RELEASE_UNITS:0                0.0129     0.0071
gpi:OUTPUT_NEURONS:TONIC_SUPPRESSORS:0                      0.0122     0.0054
inferior_colliculus:CENTRAL_NUCLEUS:0                       0.0145     0.0113
inferior_colliculus:EXTERNAL_CORTEX:0                       0.0142     0.0105
insula:INTERNEURONS:0                                       0.0141     0.0102
insula:L2_3_PYRAMIDAL:0                                     0.0144     0.0108
insula:L5_PYRAMIDAL:0                                       0.0143     0.0107
lgn:RELAY_CELLS:0                                           0.0156     0.0140
m1:INTERNEURONS:0                                           0.0145     0.0112
m1:L2_3_PYRAMIDAL:0                                         0.0141     0.0101
m1:L5_PYRAMIDAL:0                                           0.0143     0.0106
md:RELAY_CELLS:ATTENTIONAL_AMPLIFIERS:0                     0.0269     0.0668
md:RELAY_CELLS:FLEXIBILITY_GATES:0                          0.0270     0.0714
md:RELAY_CELLS:NOISE_FILTERS:0                              0.0263     0.0404
md:RELAY_CELLS:PERSISTENCE_GATES:0                          0.0355     0.0628
mgb:RELAY_CELLS:0                                           0.0169     0.0172
pfc:INTERNEURONS:ADAPTIVE_INHIBITORS:0                      0.0303     0.0501
pfc:INTERNEURONS:FAST_SPIKING:0                             0.0300     0.0495
pfc:INTERNEURONS:GLOBAL_DAMPENERS:0                         0.0298     0.0490
pfc:L2_3_PYRAMIDAL:ASSOCIATIVE_INTEGRATORS:0                0.0302     0.0498
pfc:L2_3_PYRAMIDAL:CONTEXT_MAINTAINERS:0                    0.0303     0.0502
pfc:L2_3_PYRAMIDAL:DISTRACTOR_SUPPRESSORS:0                 0.0300     0.0494
pfc:L5_PYRAMIDAL:ACTION_PLANNERS:0                          0.0302     0.0500
pfc:L5_PYRAMIDAL:COMPETING_POLICY_ENCODERS:0                0.0304     0.0504
pfc:L5_PYRAMIDAL:INHIBITORY_CONTROL_DRIVERS:0               0.0304     0.0504
pfc:L6_PYRAMIDAL:STATE_MONITORS:0                           0.0303     0.0501
pfc:L6_PYRAMIDAL:THALAMIC_GATES:0                           0.0302     0.0850
pons:MIXED_NEURONS:0                                        0.0145     0.0112
pulvinar:RELAY_CELLS:CROSS_MODAL_ALIGNMENT_UNITS:0          0.0182     0.0049
pulvinar:RELAY_CELLS:SALIENCE_RELAY_UNITS:0                 0.0181     0.0040
pulvinar:RELAY_CELLS:VISUAL_COORDINATION_UNITS:0            0.0178     0.0062
s1:INTERNEURONS:0                                           0.0157     0.0142
s1:L2_3_PYRAMIDAL:0                                         0.0161     0.0152
s1:L2_3_PYRAMIDAL:1                                         0.0160     0.0149
s1:L4_EXCITATORY:0                                          0.0161     0.0151
s1:L4_EXCITATORY:1                                          0.0160     0.0149
s1:L5_PYRAMIDAL:0                                           0.0162     0.0154
s1:L6_PYRAMIDAL:0                                           0.0163     0.0156
stn:EXCITATORY_NEURONS:GLOBAL_INTERRUPT_UNITS:0             0.0133     0.0082
stn:EXCITATORY_NEURONS:PRECISION_TIMING_UNITS:0             0.0132     0.0080
striatum:D1_MSN:0                                           0.0238     0.0341
striatum:D2_MSN:0                                           0.0240     0.0348
subiculum:PYRAMIDAL_CELLS:0                                 0.0154     0.0134
superior_colliculus:DEEP_MOTOR:0                            0.0144     0.0110
superior_colliculus:INTERNEURONS:0                          0.0142     0.0105
superior_colliculus:SUPERFICIAL_VISUAL:0                    0.0144     0.0110
trn:GABAERGIC_NEURONS:FOCUSED_GATE_UNITS:0                  0.0151     0.0041
trn:GABAERGIC_NEURONS:GLOBAL_SUPPRESSION_UNITS:0            0.0146     0.0046
trn:GABAERGIC_NEURONS:RHYTHMIC_PACING_UNITS:0               0.0152     0.0031
v1:INTERNEURONS:0                                           0.0167     0.0167
v1:L2_3_PYRAMIDAL:0                                         0.0167     0.0167
v1:L2_3_PYRAMIDAL:1                                         0.0169     0.0171
v1:L4_EXCITATORY:0                                          0.0168     0.0168
v1:L4_EXCITATORY:1                                          0.0168     0.0168
v1:L5_PYRAMIDAL:0                                           0.0166     0.0163
v1:L6_PYRAMIDAL:0                                           0.0170     0.0173
vpl:RELAY_CELLS:0                                           0.0136     0.0090
vpm:RELAY_CELLS:0                                           0.0141     0.0102
--------------------------------------------------------------------------------
last: Ready.
> 
--------------------------------------------------------------------------------
t=6.01s | state=awake
ASSEMBLY ID                                                    ACT         FR
--------------------------------------------------------------------------------
Intralaminar:RELAY_NEURONS:0                                0.0140     0.0099
a1:INTERNEURONS:0                                           0.0154     0.0134
a1:L2_3_PYRAMIDAL:0                                         0.0152     0.0129
a1:L2_3_PYRAMIDAL:1                                         0.0151     0.0127
a1:L4_EXCITATORY:0                                          0.0152     0.0130
a1:L4_EXCITATORY:1                                          0.0152     0.0129
a1:L6_PYRAMIDAL:0                                           0.0150     0.0124
association_cortex:INTERNEURONS:GLOBAL_NORMALIZATION_UNITS:0     0.0186     0.0214
association_cortex:INTERNEURONS:LOCAL_COMPETITION_UNITS:0     0.0189     0.0220
association_cortex:INTERNEURONS:TEMPORAL_GATING_UNITS:0     0.0191     0.0226
association_cortex:L2_3_PYRAMIDAL:ABSTRACTION_UNITS:0       0.0189     0.0221
association_cortex:L2_3_PYRAMIDAL:FEATURE_BINDING_UNITS:0     0.0190     0.0222
association_cortex:L2_3_PYRAMIDAL:TRANSIENT_REPRESENTATION_UNITS:0     0.0191     0.0225
association_cortex:L5_PYRAMIDAL:COMPETITIVE_SELECTION_UNITS:0     0.0192     0.0228
association_cortex:L5_PYRAMIDAL:STABLE_PATTERN_UNITS:0      0.0191     0.0226
bla:PYRAMIDAL_CELLS:0                                       0.0147     0.0116
ca1:PYRAMIDAL_CELLS:0                                       0.0148     0.0119
ca3:PYRAMIDAL_CELLS:0                                       0.0155     0.0137
cerebellar_cortex:GRANULE_CELLS:0                           0.0142     0.0103
cerebellar_cortex:GRANULE_CELLS:1                           0.0142     0.0105
cerebellar_cortex:GRANULE_CELLS:2                           0.0144     0.0109
cerebellar_cortex:GRANULE_CELLS:3                           0.0143     0.0107
cerebellar_cortex:INTERNEURONS:0                            0.0143     0.0108
corpus_callosum:CALLOSAL_FIBERS:0                           0.0144     0.0109
corpus_callosum:CALLOSAL_FIBERS:1                           0.0145     0.0111
dentate_gyrus:GRANULE_CELLS:0                               0.0141     0.0101
dentate_gyrus:GRANULE_CELLS:1                               0.0142     0.0106
gpe:OUTPUT_NEURONS:COMPETITOR_SUPPRESSORS:0                 0.0112     0.0030
gpe:OUTPUT_NEURONS:EXPLORATORY_MODULATORS:0                 0.0120     0.0049
gpi:OUTPUT_NEURONS:SELECTIVE_RELEASE_UNITS:0                0.0128     0.0069
gpi:OUTPUT_NEURONS:TONIC_SUPPRESSORS:0                      0.0119     0.0046
inferior_colliculus:CENTRAL_NUCLEUS:0                       0.0145     0.0111
inferior_colliculus:EXTERNAL_CORTEX:0                       0.0142     0.0103
insula:INTERNEURONS:0                                       0.0140     0.0099
insula:L2_3_PYRAMIDAL:0                                     0.0142     0.0104
insula:L5_PYRAMIDAL:0                                       0.0141     0.0103
lgn:RELAY_CELLS:0                                           0.0156     0.0138
m1:INTERNEURONS:0                                           0.0145     0.0111
m1:L2_3_PYRAMIDAL:0                                         0.0139     0.0097
m1:L5_PYRAMIDAL:0                                           0.0142     0.0103
md:RELAY_CELLS:ATTENTIONAL_AMPLIFIERS:0                     0.0278     0.0706
md:RELAY_CELLS:FLEXIBILITY_GATES:0                          0.0277     0.0745
md:RELAY_CELLS:NOISE_FILTERS:0                              0.0270     0.0420
md:RELAY_CELLS:PERSISTENCE_GATES:0                          0.0360     0.0641
mgb:RELAY_CELLS:0                                           0.0169     0.0172
pfc:INTERNEURONS:ADAPTIVE_INHIBITORS:0                      0.0311     0.0522
pfc:INTERNEURONS:FAST_SPIKING:0                             0.0309     0.0517
pfc:INTERNEURONS:GLOBAL_DAMPENERS:0                         0.0307     0.0511
pfc:L2_3_PYRAMIDAL:ASSOCIATIVE_INTEGRATORS:0                0.0311     0.0520
pfc:L2_3_PYRAMIDAL:CONTEXT_MAINTAINERS:0                    0.0312     0.0523
pfc:L2_3_PYRAMIDAL:DISTRACTOR_SUPPRESSORS:0                 0.0309     0.0517
pfc:L5_PYRAMIDAL:ACTION_PLANNERS:0                          0.0310     0.0520
pfc:L5_PYRAMIDAL:COMPETING_POLICY_ENCODERS:0                0.0311     0.0520
pfc:L5_PYRAMIDAL:INHIBITORY_CONTROL_DRIVERS:0               0.0313     0.0525
pfc:L6_PYRAMIDAL:STATE_MONITORS:0                           0.0310     0.0519
pfc:L6_PYRAMIDAL:THALAMIC_GATES:0                           0.0311     0.0884
pons:MIXED_NEURONS:0                                        0.0144     0.0110
pulvinar:RELAY_CELLS:CROSS_MODAL_ALIGNMENT_UNITS:0          0.0182     0.0049
pulvinar:RELAY_CELLS:SALIENCE_RELAY_UNITS:0                 0.0181     0.0040
pulvinar:RELAY_CELLS:VISUAL_COORDINATION_UNITS:0            0.0179     0.0063
s1:INTERNEURONS:0                                           0.0157     0.0141
s1:L2_3_PYRAMIDAL:0                                         0.0160     0.0149
s1:L2_3_PYRAMIDAL:1                                         0.0160     0.0148
s1:L4_EXCITATORY:0                                          0.0159     0.0148
s1:L4_EXCITATORY:1                                          0.0159     0.0148
s1:L5_PYRAMIDAL:0                                           0.0162     0.0153
s1:L6_PYRAMIDAL:0                                           0.0161     0.0153
stn:EXCITATORY_NEURONS:GLOBAL_INTERRUPT_UNITS:0             0.0133     0.0083
stn:EXCITATORY_NEURONS:PRECISION_TIMING_UNITS:0             0.0132     0.0079
striatum:D1_MSN:0                                           0.0243     0.0353
striatum:D2_MSN:0                                           0.0246     0.0361
subiculum:PYRAMIDAL_CELLS:0                                 0.0152     0.0128
superior_colliculus:DEEP_MOTOR:0                            0.0143     0.0107
superior_colliculus:INTERNEURONS:0                          0.0143     0.0107
superior_colliculus:SUPERFICIAL_VISUAL:0                    0.0142     0.0105
trn:GABAERGIC_NEURONS:FOCUSED_GATE_UNITS:0                  0.0150     0.0040
trn:GABAERGIC_NEURONS:GLOBAL_SUPPRESSION_UNITS:0            0.0146     0.0046
trn:GABAERGIC_NEURONS:RHYTHMIC_PACING_UNITS:0               0.0150     0.0030
v1:INTERNEURONS:0                                           0.0165     0.0162
v1:L2_3_PYRAMIDAL:0                                         0.0166     0.0165
v1:L2_3_PYRAMIDAL:1                                         0.0168     0.0170
v1:L4_EXCITATORY:0                                          0.0167     0.0166
v1:L4_EXCITATORY:1                                          0.0166     0.0164
v1:L5_PYRAMIDAL:0                                           0.0165     0.0161
v1:L6_PYRAMIDAL:0                                           0.0170     0.0173
vpl:RELAY_CELLS:0                                           0.0135     0.0088
vpm:RELAY_CELLS:0                                           0.0140     0.0099
--------------------------------------------------------------------------------
last: Ready.
> 
--------------------------------------------------------------------------------
t=7.01s | state=awake
ASSEMBLY ID                                                    ACT         FR
--------------------------------------------------------------------------------
Intralaminar:RELAY_NEURONS:0                                0.0139     0.0097
a1:INTERNEURONS:0                                           0.0153     0.0133
a1:L2_3_PYRAMIDAL:0                                         0.0150     0.0124
a1:L2_3_PYRAMIDAL:1                                         0.0150     0.0124
a1:L4_EXCITATORY:0                                          0.0152     0.0128
a1:L4_EXCITATORY:1                                          0.0150     0.0125
a1:L6_PYRAMIDAL:0                                           0.0151     0.0126
association_cortex:INTERNEURONS:GLOBAL_NORMALIZATION_UNITS:0     0.0186     0.0214
association_cortex:INTERNEURONS:LOCAL_COMPETITION_UNITS:0     0.0187     0.0215
association_cortex:INTERNEURONS:TEMPORAL_GATING_UNITS:0     0.0191     0.0226
association_cortex:L2_3_PYRAMIDAL:ABSTRACTION_UNITS:0       0.0189     0.0220
association_cortex:L2_3_PYRAMIDAL:FEATURE_BINDING_UNITS:0     0.0190     0.0222
association_cortex:L2_3_PYRAMIDAL:TRANSIENT_REPRESENTATION_UNITS:0     0.0190     0.0225
association_cortex:L5_PYRAMIDAL:COMPETITIVE_SELECTION_UNITS:0     0.0193     0.0230
association_cortex:L5_PYRAMIDAL:STABLE_PATTERN_UNITS:0      0.0191     0.0227
bla:PYRAMIDAL_CELLS:0                                       0.0146     0.0115
ca1:PYRAMIDAL_CELLS:0                                       0.0148     0.0119
ca3:PYRAMIDAL_CELLS:0                                       0.0155     0.0137
cerebellar_cortex:GRANULE_CELLS:0                           0.0141     0.0102
cerebellar_cortex:GRANULE_CELLS:1                           0.0140     0.0100
cerebellar_cortex:GRANULE_CELLS:2                           0.0143     0.0107
cerebellar_cortex:GRANULE_CELLS:3                           0.0142     0.0105
cerebellar_cortex:INTERNEURONS:0                            0.0142     0.0105
corpus_callosum:CALLOSAL_FIBERS:0                           0.0143     0.0107
corpus_callosum:CALLOSAL_FIBERS:1                           0.0144     0.0108
dentate_gyrus:GRANULE_CELLS:0                               0.0140     0.0099
dentate_gyrus:GRANULE_CELLS:1                               0.0142     0.0104
gpe:OUTPUT_NEURONS:COMPETITOR_SUPPRESSORS:0                 0.0109     0.0021
gpe:OUTPUT_NEURONS:EXPLORATORY_MODULATORS:0                 0.0117     0.0042
gpi:OUTPUT_NEURONS:SELECTIVE_RELEASE_UNITS:0                0.0125     0.0063
gpi:OUTPUT_NEURONS:TONIC_SUPPRESSORS:0                      0.0116     0.0040
inferior_colliculus:CENTRAL_NUCLEUS:0                       0.0143     0.0106
inferior_colliculus:EXTERNAL_CORTEX:0                       0.0141     0.0102
insula:INTERNEURONS:0                                       0.0138     0.0095
insula:L2_3_PYRAMIDAL:0                                     0.0140     0.0100
insula:L5_PYRAMIDAL:0                                       0.0139     0.0098
lgn:RELAY_CELLS:0                                           0.0155     0.0136
m1:INTERNEURONS:0                                           0.0145     0.0111
m1:L2_3_PYRAMIDAL:0                                         0.0137     0.0093
m1:L5_PYRAMIDAL:0                                           0.0140     0.0098
md:RELAY_CELLS:ATTENTIONAL_AMPLIFIERS:0                     0.0288     0.0742
md:RELAY_CELLS:FLEXIBILITY_GATES:0                          0.0285     0.0777
md:RELAY_CELLS:NOISE_FILTERS:0                              0.0276     0.0435
md:RELAY_CELLS:PERSISTENCE_GATES:0                          0.0368     0.0661
mgb:RELAY_CELLS:0                                           0.0170     0.0173
pfc:INTERNEURONS:ADAPTIVE_INHIBITORS:0                      0.0320     0.0542
pfc:INTERNEURONS:FAST_SPIKING:0                             0.0319     0.0541
pfc:INTERNEURONS:GLOBAL_DAMPENERS:0                         0.0314     0.0528
pfc:L2_3_PYRAMIDAL:ASSOCIATIVE_INTEGRATORS:0                0.0319     0.0542
pfc:L2_3_PYRAMIDAL:CONTEXT_MAINTAINERS:0                    0.0320     0.0543
pfc:L2_3_PYRAMIDAL:DISTRACTOR_SUPPRESSORS:0                 0.0317     0.0537
pfc:L5_PYRAMIDAL:ACTION_PLANNERS:0                          0.0318     0.0537
pfc:L5_PYRAMIDAL:COMPETING_POLICY_ENCODERS:0                0.0319     0.0541
pfc:L5_PYRAMIDAL:INHIBITORY_CONTROL_DRIVERS:0               0.0321     0.0546
pfc:L6_PYRAMIDAL:STATE_MONITORS:0                           0.0319     0.0540
pfc:L6_PYRAMIDAL:THALAMIC_GATES:0                           0.0319     0.0920
pons:MIXED_NEURONS:0                                        0.0142     0.0104
pulvinar:RELAY_CELLS:CROSS_MODAL_ALIGNMENT_UNITS:0          0.0182     0.0049
pulvinar:RELAY_CELLS:SALIENCE_RELAY_UNITS:0                 0.0181     0.0040
pulvinar:RELAY_CELLS:VISUAL_COORDINATION_UNITS:0            0.0177     0.0061
s1:INTERNEURONS:0                                           0.0156     0.0139
s1:L2_3_PYRAMIDAL:0                                         0.0159     0.0146
s1:L2_3_PYRAMIDAL:1                                         0.0158     0.0144
s1:L4_EXCITATORY:0                                          0.0159     0.0146
s1:L4_EXCITATORY:1                                          0.0158     0.0144
s1:L5_PYRAMIDAL:0                                           0.0161     0.0152
s1:L6_PYRAMIDAL:0                                           0.0159     0.0146
stn:EXCITATORY_NEURONS:GLOBAL_INTERRUPT_UNITS:0             0.0131     0.0078
stn:EXCITATORY_NEURONS:PRECISION_TIMING_UNITS:0             0.0131     0.0077
striatum:D1_MSN:0                                           0.0249     0.0369
striatum:D2_MSN:0                                           0.0251     0.0374
subiculum:PYRAMIDAL_CELLS:0                                 0.0150     0.0123
superior_colliculus:DEEP_MOTOR:0                            0.0143     0.0108
superior_colliculus:INTERNEURONS:0                          0.0142     0.0105
superior_colliculus:SUPERFICIAL_VISUAL:0                    0.0142     0.0105
trn:GABAERGIC_NEURONS:FOCUSED_GATE_UNITS:0                  0.0149     0.0039
trn:GABAERGIC_NEURONS:GLOBAL_SUPPRESSION_UNITS:0            0.0145     0.0045
trn:GABAERGIC_NEURONS:RHYTHMIC_PACING_UNITS:0               0.0148     0.0029
v1:INTERNEURONS:0                                           0.0164     0.0160
v1:L2_3_PYRAMIDAL:0                                         0.0167     0.0166
v1:L2_3_PYRAMIDAL:1                                         0.0168     0.0168
v1:L4_EXCITATORY:0                                          0.0165     0.0162
v1:L4_EXCITATORY:1                                          0.0167     0.0166
v1:L5_PYRAMIDAL:0                                           0.0163     0.0157
v1:L6_PYRAMIDAL:0                                           0.0168     0.0170
vpl:RELAY_CELLS:0                                           0.0135     0.0086
vpm:RELAY_CELLS:0                                           0.0138     0.0095
--------------------------------------------------------------------------------
last: Ready.
> 
--------------------------------------------------------------------------------
t=8.01s | state=awake
ASSEMBLY ID                                                    ACT         FR
--------------------------------------------------------------------------------
Intralaminar:RELAY_NEURONS:0                                0.0138     0.0095
a1:INTERNEURONS:0                                           0.0151     0.0127
a1:L2_3_PYRAMIDAL:0                                         0.0149     0.0121
a1:L2_3_PYRAMIDAL:1                                         0.0150     0.0124
a1:L4_EXCITATORY:0                                          0.0151     0.0126
a1:L4_EXCITATORY:1                                          0.0151     0.0127
a1:L6_PYRAMIDAL:0                                           0.0150     0.0124
association_cortex:INTERNEURONS:GLOBAL_NORMALIZATION_UNITS:0     0.0186     0.0213
association_cortex:INTERNEURONS:LOCAL_COMPETITION_UNITS:0     0.0187     0.0215
association_cortex:INTERNEURONS:TEMPORAL_GATING_UNITS:0     0.0190     0.0223
association_cortex:L2_3_PYRAMIDAL:ABSTRACTION_UNITS:0       0.0188     0.0219
association_cortex:L2_3_PYRAMIDAL:FEATURE_BINDING_UNITS:0     0.0188     0.0219
association_cortex:L2_3_PYRAMIDAL:TRANSIENT_REPRESENTATION_UNITS:0     0.0190     0.0224
association_cortex:L5_PYRAMIDAL:COMPETITIVE_SELECTION_UNITS:0     0.0192     0.0228
association_cortex:L5_PYRAMIDAL:STABLE_PATTERN_UNITS:0      0.0191     0.0227
bla:PYRAMIDAL_CELLS:0                                       0.0144     0.0110
ca1:PYRAMIDAL_CELLS:0                                       0.0146     0.0114
ca3:PYRAMIDAL_CELLS:0                                       0.0154     0.0134
cerebellar_cortex:GRANULE_CELLS:0                           0.0141     0.0102
cerebellar_cortex:GRANULE_CELLS:1                           0.0139     0.0097
cerebellar_cortex:GRANULE_CELLS:2                           0.0141     0.0102
cerebellar_cortex:GRANULE_CELLS:3                           0.0140     0.0101
cerebellar_cortex:INTERNEURONS:0                            0.0142     0.0105
corpus_callosum:CALLOSAL_FIBERS:0                           0.0141     0.0102
corpus_callosum:CALLOSAL_FIBERS:1                           0.0143     0.0106
dentate_gyrus:GRANULE_CELLS:0                               0.0139     0.0097
dentate_gyrus:GRANULE_CELLS:1                               0.0140     0.0099
gpe:OUTPUT_NEURONS:COMPETITOR_SUPPRESSORS:0                 0.0105     0.0012
gpe:OUTPUT_NEURONS:EXPLORATORY_MODULATORS:0                 0.0115     0.0039
gpi:OUTPUT_NEURONS:SELECTIVE_RELEASE_UNITS:0                0.0123     0.0057
gpi:OUTPUT_NEURONS:TONIC_SUPPRESSORS:0                      0.0113     0.0032
inferior_colliculus:CENTRAL_NUCLEUS:0                       0.0142     0.0104
inferior_colliculus:EXTERNAL_CORTEX:0                       0.0140     0.0099
insula:INTERNEURONS:0                                       0.0138     0.0094
insula:L2_3_PYRAMIDAL:0                                     0.0140     0.0100
insula:L5_PYRAMIDAL:0                                       0.0139     0.0097
lgn:RELAY_CELLS:0                                           0.0154     0.0133
m1:INTERNEURONS:0                                           0.0143     0.0106
m1:L2_3_PYRAMIDAL:0                                         0.0137     0.0092
m1:L5_PYRAMIDAL:0                                           0.0139     0.0098
md:RELAY_CELLS:ATTENTIONAL_AMPLIFIERS:0                     0.0296     0.0775
md:RELAY_CELLS:FLEXIBILITY_GATES:0                          0.0294     0.0816
md:RELAY_CELLS:NOISE_FILTERS:0                              0.0284     0.0454
md:RELAY_CELLS:PERSISTENCE_GATES:0                          0.0380     0.0689
mgb:RELAY_CELLS:0                                           0.0170     0.0173
pfc:INTERNEURONS:ADAPTIVE_INHIBITORS:0                      0.0328     0.0563
pfc:INTERNEURONS:FAST_SPIKING:0                             0.0328     0.0562
pfc:INTERNEURONS:GLOBAL_DAMPENERS:0                         0.0323     0.0550
pfc:L2_3_PYRAMIDAL:ASSOCIATIVE_INTEGRATORS:0                0.0327     0.0559
pfc:L2_3_PYRAMIDAL:CONTEXT_MAINTAINERS:0                    0.0330     0.0568
pfc:L2_3_PYRAMIDAL:DISTRACTOR_SUPPRESSORS:0                 0.0325     0.0554
pfc:L5_PYRAMIDAL:ACTION_PLANNERS:0                          0.0325     0.0555
pfc:L5_PYRAMIDAL:COMPETING_POLICY_ENCODERS:0                0.0327     0.0561
pfc:L5_PYRAMIDAL:INHIBITORY_CONTROL_DRIVERS:0               0.0330     0.0567
pfc:L6_PYRAMIDAL:STATE_MONITORS:0                           0.0325     0.0556
pfc:L6_PYRAMIDAL:THALAMIC_GATES:0                           0.0328     0.0957
pons:MIXED_NEURONS:0                                        0.0140     0.0100
pulvinar:RELAY_CELLS:CROSS_MODAL_ALIGNMENT_UNITS:0          0.0182     0.0049
pulvinar:RELAY_CELLS:SALIENCE_RELAY_UNITS:0                 0.0179     0.0039
pulvinar:RELAY_CELLS:VISUAL_COORDINATION_UNITS:0            0.0176     0.0060
s1:INTERNEURONS:0                                           0.0155     0.0136
s1:L2_3_PYRAMIDAL:0                                         0.0157     0.0142
s1:L2_3_PYRAMIDAL:1                                         0.0157     0.0141
s1:L4_EXCITATORY:0                                          0.0159     0.0145
s1:L4_EXCITATORY:1                                          0.0157     0.0141
s1:L5_PYRAMIDAL:0                                           0.0160     0.0150
s1:L6_PYRAMIDAL:0                                           0.0159     0.0146
stn:EXCITATORY_NEURONS:GLOBAL_INTERRUPT_UNITS:0             0.0130     0.0074
stn:EXCITATORY_NEURONS:PRECISION_TIMING_UNITS:0             0.0130     0.0076
striatum:D1_MSN:0                                           0.0254     0.0382
striatum:D2_MSN:0                                           0.0256     0.0387
subiculum:PYRAMIDAL_CELLS:0                                 0.0148     0.0120
superior_colliculus:DEEP_MOTOR:0                            0.0141     0.0102
superior_colliculus:INTERNEURONS:0                          0.0140     0.0100
superior_colliculus:SUPERFICIAL_VISUAL:0                    0.0140     0.0101
trn:GABAERGIC_NEURONS:FOCUSED_GATE_UNITS:0                  0.0149     0.0039
trn:GABAERGIC_NEURONS:GLOBAL_SUPPRESSION_UNITS:0            0.0144     0.0044
trn:GABAERGIC_NEURONS:RHYTHMIC_PACING_UNITS:0               0.0147     0.0028
v1:INTERNEURONS:0                                           0.0163     0.0157
v1:L2_3_PYRAMIDAL:0                                         0.0167     0.0167
v1:L2_3_PYRAMIDAL:1                                         0.0167     0.0166
v1:L4_EXCITATORY:0                                          0.0165     0.0162
v1:L4_EXCITATORY:1                                          0.0166     0.0165
v1:L5_PYRAMIDAL:0                                           0.0163     0.0156
v1:L6_PYRAMIDAL:0                                           0.0166     0.0165
vpl:RELAY_CELLS:0                                           0.0135     0.0087
vpm:RELAY_CELLS:0                                           0.0137     0.0091
--------------------------------------------------------------------------------
last: Ready.
> 
--------------------------------------------------------------------------------
t=9.01s | state=awake
ASSEMBLY ID                                                    ACT         FR
--------------------------------------------------------------------------------
Intralaminar:RELAY_NEURONS:0                                0.0137     0.0092
a1:INTERNEURONS:0                                           0.0150     0.0124
a1:L2_3_PYRAMIDAL:0                                         0.0150     0.0124
a1:L2_3_PYRAMIDAL:1                                         0.0149     0.0122
a1:L4_EXCITATORY:0                                          0.0150     0.0125
a1:L4_EXCITATORY:1                                          0.0149     0.0123
a1:L6_PYRAMIDAL:0                                           0.0149     0.0122
association_cortex:INTERNEURONS:GLOBAL_NORMALIZATION_UNITS:0     0.0186     0.0214
association_cortex:INTERNEURONS:LOCAL_COMPETITION_UNITS:0     0.0186     0.0214
association_cortex:INTERNEURONS:TEMPORAL_GATING_UNITS:0     0.0190     0.0224
association_cortex:L2_3_PYRAMIDAL:ABSTRACTION_UNITS:0       0.0187     0.0217
association_cortex:L2_3_PYRAMIDAL:FEATURE_BINDING_UNITS:0     0.0188     0.0218
association_cortex:L2_3_PYRAMIDAL:TRANSIENT_REPRESENTATION_UNITS:0     0.0189     0.0221
